development server only. no energy number from this machine means anything.
model models/Qwen3-1.7B-BF16.gguf
ctx   3072  (config.CTX_SIZE is 3072)
flags --n-gpu-layers 999 --parallel 1 --no-context-shift --no-mmap --no-cont-batching
0.00.083.827 W DEPRECATED: --mmap and --no-mmap are deprecated. use --load-mode mmap instead
0.00.083.990 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.084.723 W srv  llama_server: -----------------
0.00.084.724 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.084.724 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.084.725 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.084.725 W srv  llama_server: -----------------
0.00.086.185 I srv    load_model: loading model 'models/Qwen3-1.7B-BF16.gguf'
0.00.280.154 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.02.414.293 I cmn          init: llama threadpool init, n_threads = 8
0.02.476.643 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 3072, kv_unified = 'false'
0.02.483.404 I srv  llama_server: model loaded
0.02.483.419 I srv  llama_server: listening on http://127.0.0.1:8080
0.02.483.420 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.02.483.420 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
7.34.746.879 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
8681.59.074.484 I slot print_timing: id  0 | task 90127 |        eval time =    3138.99 ms /   203 tokens (   15.54 ms per token,    64.35 tokens per second)
8681.59.074.485 I slot print_timing: id  0 | task 90127 |       total time =    3228.99 ms /   361 tokens
8681.59.074.485 I slot print_timing: id  0 | task 90127 |    graphs reused =      87552
8681.59.074.498 I slot      release: id  0 | task 90127 | stop processing: n_tokens = 360, truncated = 0
8681.59.076.911 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.653 (> 0.100 thold), f_keep = 0.267
8681.59.081.326 I slot launch_slot_: id  0 | task 90331 | processing task, is_child = 0
8682.01.328.852 I slot print_timing: id  0 | task 90331 | prompt eval time =      89.90 ms /   147 tokens (    0.61 ms per token,  1635.20 tokens per second)
8682.01.328.854 I slot print_timing: id  0 | task 90331 |        eval time =    2157.62 ms /   140 tokens (   15.52 ms per token,    64.42 tokens per second)
8682.01.328.855 I slot print_timing: id  0 | task 90331 |       total time =    2247.51 ms /   287 tokens
8682.01.328.855 I slot print_timing: id  0 | task 90331 |    graphs reused =      87689
8682.01.328.876 I slot      release: id  0 | task 90331 | stop processing: n_tokens = 286, truncated = 0
8682.01.330.037 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.585 (> 0.100 thold), f_keep = 0.336
8682.01.339.485 I slot launch_slot_: id  0 | task 90472 | processing task, is_child = 0
8682.03.559.048 I slot print_timing: id  0 | task 90472 | prompt eval time =     104.97 ms /   164 tokens (    0.64 ms per token,  1562.43 tokens per second)
8682.03.559.053 I slot print_timing: id  0 | task 90472 |        eval time =    2114.59 ms /   137 tokens (   15.55 ms per token,    64.32 tokens per second)
8682.03.559.053 I slot print_timing: id  0 | task 90472 |       total time =    2219.55 ms /   301 tokens
8682.03.559.054 I slot print_timing: id  0 | task 90472 |    graphs reused =      87823
8682.03.559.084 I slot      release: id  0 | task 90472 | stop processing: n_tokens = 300, truncated = 0
8682.03.560.270 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.653 (> 0.100 thold), f_keep = 0.320
8682.03.567.904 I slot launch_slot_: id  0 | task 90610 | processing task, is_child = 0
8682.04.772.311 I slot print_timing: id  0 | task 90610 | prompt eval time =      89.93 ms /   147 tokens (    0.61 ms per token,  1634.55 tokens per second)
8682.04.772.313 I slot print_timing: id  0 | task 90610 |        eval time =    1114.47 ms /    73 tokens (   15.48 ms per token,    64.60 tokens per second)
8682.04.772.314 I slot print_timing: id  0 | task 90610 |       total time =    1204.40 ms /   220 tokens
8682.04.772.314 I slot print_timing: id  0 | task 90610 |    graphs reused =      87894
8682.04.772.337 I slot      release: id  0 | task 90610 | stop processing: n_tokens = 219, truncated = 0
8682.04.773.467 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.571 (> 0.100 thold), f_keep = 0.438
8682.04.782.844 I slot launch_slot_: id  0 | task 90684 | processing task, is_child = 0
8682.07.213.083 I slot print_timing: id  0 | task 90684 | prompt eval time =     104.86 ms /   168 tokens (    0.62 ms per token,  1602.06 tokens per second)
8682.07.213.085 I slot print_timing: id  0 | task 90684 |        eval time =    2325.36 ms /   151 tokens (   15.50 ms per token,    64.51 tokens per second)
8682.07.213.085 I slot print_timing: id  0 | task 90684 |       total time =    2430.23 ms /   319 tokens
8682.07.213.086 I slot print_timing: id  0 | task 90684 |    graphs reused =      88042
8682.07.213.113 I slot      release: id  0 | task 90684 | stop processing: n_tokens = 318, truncated = 0
8682.07.214.249 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.561 (> 0.100 thold), f_keep = 0.302
8682.07.230.232 I slot launch_slot_: id  0 | task 90836 | processing task, is_child = 0
8682.10.339.876 I slot print_timing: id  0 | task 90836 | n_gen =    194, tg =  64.25 t/s, tg_3s =  64.58 t/s
8682.13.345.298 I slot print_timing: id  0 | task 90836 | n_gen =    385, tg =  63.90 t/s, tg_3s =  63.55 t/s
8682.13.581.323 I slot print_timing: id  0 | task 90836 | prompt eval time =     105.72 ms /   171 tokens (    0.62 ms per token,  1617.45 tokens per second)
8682.13.581.325 I slot print_timing: id  0 | task 90836 |        eval time =    6245.36 ms /   400 tokens (   15.65 ms per token,    63.89 tokens per second)
8682.13.581.325 I slot print_timing: id  0 | task 90836 |       total time =    6351.08 ms /   571 tokens
8682.13.581.326 I slot print_timing: id  0 | task 90836 |    graphs reused =      88438
8682.13.581.366 I slot      release: id  0 | task 90836 | stop processing: n_tokens = 570, truncated = 0
8682.13.584.613 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.542 (> 0.100 thold), f_keep = 0.168
8682.13.723.527 I slot launch_slot_: id  0 | task 91237 | processing task, is_child = 0
8682.15.977.108 I slot print_timing: id  0 | task 91237 | prompt eval time =     117.19 ms /   177 tokens (    0.66 ms per token,  1510.42 tokens per second)
8682.15.977.110 I slot print_timing: id  0 | task 91237 |        eval time =    2136.38 ms /   139 tokens (   15.48 ms per token,    64.60 tokens per second)
8682.15.977.111 I slot print_timing: id  0 | task 91237 |       total time =    2253.57 ms /   316 tokens
8682.15.977.111 I slot print_timing: id  0 | task 91237 |    graphs reused =      88574
8682.15.977.134 I slot      release: id  0 | task 91237 | stop processing: n_tokens = 315, truncated = 0
8682.15.978.313 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.662 (> 0.100 thold), f_keep = 0.305
8682.15.986.263 I slot launch_slot_: id  0 | task 91377 | processing task, is_child = 0
8682.17.454.185 I slot print_timing: id  0 | task 91377 | prompt eval time =      89.79 ms /   145 tokens (    0.62 ms per token,  1614.84 tokens per second)
8682.17.454.187 I slot print_timing: id  0 | task 91377 |        eval time =    1378.12 ms /    90 tokens (   15.48 ms per token,    64.58 tokens per second)
8682.17.454.188 I slot print_timing: id  0 | task 91377 |       total time =    1467.91 ms /   235 tokens
8682.17.454.188 I slot print_timing: id  0 | task 91377 |    graphs reused =      88662
8682.17.454.210 I slot      release: id  0 | task 91377 | stop processing: n_tokens = 234, truncated = 0
8682.17.455.350 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.585 (> 0.100 thold), f_keep = 0.410
8682.17.462.461 I slot launch_slot_: id  0 | task 91468 | processing task, is_child = 0
8682.19.952.465 I slot print_timing: id  0 | task 91468 | prompt eval time =     105.34 ms /   164 tokens (    0.64 ms per token,  1556.92 tokens per second)
8682.19.952.471 I slot print_timing: id  0 | task 91468 |        eval time =    2384.66 ms /   155 tokens (   15.48 ms per token,    64.58 tokens per second)
8682.19.952.471 I slot print_timing: id  0 | task 91468 |       total time =    2490.00 ms /   319 tokens
8682.19.952.472 I slot print_timing: id  0 | task 91468 |    graphs reused =      88814
8682.19.952.498 I slot      release: id  0 | task 91468 | stop processing: n_tokens = 318, truncated = 0
8682.19.953.835 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.457 (> 0.100 thold), f_keep = 0.302
8682.19.967.462 I slot launch_slot_: id  0 | task 91624 | processing task, is_child = 0
8682.23.094.920 I slot print_timing: id  0 | task 91624 | n_gen =    194, tg =  64.23 t/s, tg_3s =  64.56 t/s
8682.23.359.894 I slot print_timing: id  0 | task 91624 | prompt eval time =     122.55 ms /   210 tokens (    0.58 ms per token,  1713.64 tokens per second)
8682.23.359.896 I slot print_timing: id  0 | task 91624 |        eval time =    3269.88 ms /   211 tokens (   15.57 ms per token,    64.22 tokens per second)
8682.23.359.897 I slot print_timing: id  0 | task 91624 |       total time =    3392.42 ms /   421 tokens
8682.23.359.897 I slot print_timing: id  0 | task 91624 |    graphs reused =      89022
8682.23.359.923 I slot      release: id  0 | task 91624 | stop processing: n_tokens = 420, truncated = 0
8682.23.361.122 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.593 (> 0.100 thold), f_keep = 0.229
8682.23.370.638 I slot launch_slot_: id  0 | task 91836 | processing task, is_child = 0
8682.25.897.416 I slot print_timing: id  0 | task 91836 | prompt eval time =     105.31 ms /   162 tokens (    0.65 ms per token,  1538.34 tokens per second)
8682.25.897.418 I slot print_timing: id  0 | task 91836 |        eval time =    2421.46 ms /   156 tokens (   15.62 ms per token,    64.01 tokens per second)
8682.25.897.418 I slot print_timing: id  0 | task 91836 |       total time =    2526.77 ms /   318 tokens
8682.25.897.419 I slot print_timing: id  0 | task 91836 |    graphs reused =      89175
8682.25.897.439 I slot      release: id  0 | task 91836 | stop processing: n_tokens = 317, truncated = 0
8682.25.898.664 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.667 (> 0.100 thold), f_keep = 0.303
8682.25.907.299 I slot launch_slot_: id  0 | task 91993 | processing task, is_child = 0
8682.27.748.470 I slot print_timing: id  0 | task 91993 | prompt eval time =      89.76 ms /   144 tokens (    0.62 ms per token,  1604.21 tokens per second)
8682.27.748.473 I slot print_timing: id  0 | task 91993 |        eval time =    1751.40 ms /   114 tokens (   15.50 ms per token,    64.52 tokens per second)
8682.27.748.473 I slot print_timing: id  0 | task 91993 |       total time =    1841.16 ms /   258 tokens
8682.27.748.473 I slot print_timing: id  0 | task 91993 |    graphs reused =      89286
8682.27.748.490 I slot      release: id  0 | task 91993 | stop processing: n_tokens = 257, truncated = 0
8682.27.749.598 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.615 (> 0.100 thold), f_keep = 0.374
8682.27.751.493 I slot launch_slot_: id  0 | task 92108 | processing task, is_child = 0
8682.30.279.103 I slot print_timing: id  0 | task 92108 | prompt eval time =      90.11 ms /   156 tokens (    0.58 ms per token,  1731.31 tokens per second)
8682.30.279.105 I slot print_timing: id  0 | task 92108 |        eval time =    2437.50 ms /   157 tokens (   15.62 ms per token,    64.00 tokens per second)
8682.30.279.106 I slot print_timing: id  0 | task 92108 |       total time =    2527.60 ms /   313 tokens
8682.30.279.106 I slot print_timing: id  0 | task 92108 |    graphs reused =      89440
8682.30.279.122 I slot      release: id  0 | task 92108 | stop processing: n_tokens = 312, truncated = 0
8682.30.280.277 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.653 (> 0.100 thold), f_keep = 0.308
8682.30.280.307 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 106.434 MiB)
8682.30.290.323 I slot launch_slot_: id  0 | task 92266 | processing task, is_child = 0
8682.32.025.673 I slot print_timing: id  0 | task 92266 | prompt eval time =      89.57 ms /   147 tokens (    0.61 ms per token,  1641.14 tokens per second)
8682.32.025.675 I slot print_timing: id  0 | task 92266 |        eval time =    1645.77 ms /   107 tokens (   15.53 ms per token,    64.41 tokens per second)
8682.32.025.676 I slot print_timing: id  0 | task 92266 |       total time =    1735.34 ms /   254 tokens
8682.32.025.676 I slot print_timing: id  0 | task 92266 |    graphs reused =      89545
8682.32.025.691 I slot      release: id  0 | task 92266 | stop processing: n_tokens = 253, truncated = 0
8682.32.026.941 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.379
8682.32.036.044 I slot launch_slot_: id  0 | task 92374 | processing task, is_child = 0
8682.35.144.725 I slot print_timing: id  0 | task 92374 | prompt eval time =     121.91 ms /   193 tokens (    0.63 ms per token,  1583.08 tokens per second)
8682.35.144.727 I slot print_timing: id  0 | task 92374 |        eval time =    2986.75 ms /   193 tokens (   15.56 ms per token,    64.28 tokens per second)
8682.35.144.728 I slot print_timing: id  0 | task 92374 |       total time =    3108.67 ms /   386 tokens
8682.35.144.728 I slot print_timing: id  0 | task 92374 |    graphs reused =      89735
8682.35.144.753 I slot      release: id  0 | task 92374 | stop processing: n_tokens = 385, truncated = 0
8682.35.145.904 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.596 (> 0.100 thold), f_keep = 0.249
8682.35.161.008 I slot launch_slot_: id  0 | task 92568 | processing task, is_child = 0
8682.38.280.181 I slot print_timing: id  0 | task 92568 | n_gen =    194, tg =  64.04 t/s, tg_3s =  64.37 t/s
8682.40.284.295 I slot print_timing: id  0 | task 92568 | prompt eval time =     105.33 ms /   161 tokens (    0.65 ms per token,  1528.57 tokens per second)
8682.40.284.299 I slot print_timing: id  0 | task 92568 |        eval time =    5017.95 ms /   322 tokens (   15.63 ms per token,    63.97 tokens per second)
8682.40.284.299 I slot print_timing: id  0 | task 92568 |       total time =    5123.28 ms /   483 tokens
8682.40.284.300 I slot print_timing: id  0 | task 92568 |    graphs reused =      90054
8682.40.284.314 I slot      release: id  0 | task 92568 | stop processing: n_tokens = 482, truncated = 0
8682.40.285.566 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.536 (> 0.100 thold), f_keep = 0.199
8682.40.292.011 I slot launch_slot_: id  0 | task 92891 | processing task, is_child = 0
8682.43.412.786 I slot print_timing: id  0 | task 92891 | n_gen =    195, tg =  64.34 t/s, tg_3s =  64.67 t/s
8682.43.927.303 I slot print_timing: id  0 | task 92891 | prompt eval time =     105.56 ms /   179 tokens (    0.59 ms per token,  1695.72 tokens per second)
8682.43.927.305 I slot print_timing: id  0 | task 92891 |        eval time =    3529.72 ms /   228 tokens (   15.55 ms per token,    64.31 tokens per second)
8682.43.927.305 I slot print_timing: id  0 | task 92891 |       total time =    3635.28 ms /   407 tokens
8682.43.927.306 I slot print_timing: id  0 | task 92891 |    graphs reused =      90279
8682.43.927.320 I slot      release: id  0 | task 92891 | stop processing: n_tokens = 406, truncated = 0
8682.43.928.522 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.490 (> 0.100 thold), f_keep = 0.236
8682.43.943.480 I slot launch_slot_: id  0 | task 93120 | processing task, is_child = 0
8682.47.065.566 I slot print_timing: id  0 | task 93120 | n_gen =    194, tg =  64.33 t/s, tg_3s =  64.67 t/s
8682.49.435.677 I slot print_timing: id  0 | task 93120 | prompt eval time =     122.02 ms /   196 tokens (    0.62 ms per token,  1606.27 tokens per second)
8682.49.435.680 I slot print_timing: id  0 | task 93120 |        eval time =    5370.16 ms /   342 tokens (   15.75 ms per token,    63.50 tokens per second)
8682.49.435.681 I slot print_timing: id  0 | task 93120 |       total time =    5492.18 ms /   538 tokens
8682.49.435.681 I slot print_timing: id  0 | task 93120 |    graphs reused =      90617
8682.49.435.715 I slot      release: id  0 | task 93120 | stop processing: n_tokens = 537, truncated = 0
8682.49.437.017 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.558 (> 0.100 thold), f_keep = 0.179
8682.49.453.969 I slot launch_slot_: id  0 | task 93463 | processing task, is_child = 0
8682.52.565.028 I slot print_timing: id  0 | task 93463 | n_gen =    190, tg =  62.88 t/s, tg_3s =  63.22 t/s
8682.55.572.658 I slot print_timing: id  0 | task 93463 | n_gen =    375, tg =  62.20 t/s, tg_3s =  61.51 t/s
8682.55.849.426 I slot print_timing: id  0 | task 93463 | prompt eval time =     105.52 ms /   172 tokens (    0.61 ms per token,  1629.99 tokens per second)
8682.55.849.428 I slot print_timing: id  0 | task 93463 |        eval time =    6289.92 ms /   392 tokens (   16.09 ms per token,    62.16 tokens per second)
8682.55.849.429 I slot print_timing: id  0 | task 93463 |       total time =    6395.44 ms /   564 tokens
8682.55.849.429 I slot print_timing: id  0 | task 93463 |    graphs reused =      91005
8682.55.849.463 I slot      release: id  0 | task 93463 | stop processing: n_tokens = 563, truncated = 0
8682.55.853.099 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.409 (> 0.100 thold), f_keep = 0.171
8682.55.932.057 I slot launch_slot_: id  0 | task 93856 | processing task, is_child = 0
8682.59.096.588 I slot print_timing: id  0 | task 93856 | n_gen =    179, tg =  59.02 t/s, tg_3s =  59.35 t/s
